Features,RF_Accuracy,RF_Precision,RF_Recall,RF_F1,SVM_Accuracy,SVM_Precision,SVM_Recall,SVM_F1
42,0.5845824411134903,0.6042768774028923,0.5845824411134903,0.5807764278434713,0.632762312633833,0.6462030963438768,0.632762312633833,0.6326465823578132
35,0.5813704496788008,0.6052749788607131,0.5813704496788008,0.577728468929093,0.6381156316916489,0.6513559859623438,0.6381156316916489,0.6411247291312213
20,0.569593147751606,0.5942652321831775,0.569593147751606,0.5676417462791873,0.5802997858672377,0.6110121693332577,0.5802997858672377,0.5881764669095833
30,0.5674518201284796,0.5922874636070568,0.5674518201284796,0.566041202898386,0.6220556745182013,0.6400652383220389,0.6220556745182013,0.6270215720426233
25,0.5620985010706638,0.5894088338916443,0.5620985010706638,0.5604470335710362,0.5931477516059958,0.6193098960181904,0.5931477516059958,0.6009753408084602
15,0.5406852248394004,0.564298950062061,0.5406852248394004,0.5384949539335078,0.5620985010706638,0.5975962768648493,0.5620985010706638,0.5718847986277175
10,0.5224839400428265,0.5464246738293346,0.5224839400428265,0.5218038726969657,0.5053533190578159,0.5617773111449352,0.5053533190578159,0.5201706675338956
